Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","9"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Richard Beer-Hofmann an Arthur Schnitzler","4"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1911","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Paul Goldmann an Arthur Schnitzler","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Felix Salten an Arthur Schnitzler","3"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1911","Directed","Felix Salten an Hermann Bahr","1"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Hermann Bahr an Arthur Schnitzler","5"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","12"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1912","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1912","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Felix Salten an Arthur Schnitzler","6"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1912","Directed","Felix Salten an Hermann Bahr","1"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1913","Directed","Arthur Schnitzler an Hermann Bahr","6"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1913","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1913","Directed","Hermann Bahr an Richard Beer-Hofmann","3"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Felix Salten an Arthur Schnitzler","2"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1913","Directed","Felix Salten an Hermann Bahr","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1914","Directed","Arthur Schnitzler an Richard Beer-Hofmann","12"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","6"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1914","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1914","Directed","Hugo von Hofmannsthal an Hermann Bahr","10"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1914","Directed","Hugo von Hofmannsthal an Felix Salten","6"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1915","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1915","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1915","Directed","Hugo von Hofmannsthal an Hermann Bahr","6"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1915","Directed","Hugo von Hofmannsthal an Felix Salten","3"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1915","Directed","Arthur Schnitzler an Felix Salten","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Arthur Schnitzler an Richard Beer-Hofmann","5"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1916","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1916","Directed","Hugo von Hofmannsthal an Hermann Bahr","14"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1916","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1917","Directed","Arthur Schnitzler an Richard Beer-Hofmann","4"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1917","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1917","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1917","Directed","Hugo von Hofmannsthal an Hermann Bahr","7"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1917","Directed","Felix Salten an Arthur Schnitzler","2"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1917","Directed","Felix Salten an Hermann Bahr","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1918","Directed","Arthur Schnitzler an Hermann Bahr","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1918","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1918","Directed","Hugo von Hofmannsthal an Hermann Bahr","14"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Paul Goldmann an Richard Beer-Hofmann","1"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1919","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1919","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","4"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1919","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1919","Directed","Hugo von Hofmannsthal an Hermann Bahr","2"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1919","Directed","Hermann Bahr an Richard Beer-Hofmann","5"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1920","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","8"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1920","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1920","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1921","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1921","Directed","Hugo von Hofmannsthal an Hermann Bahr","8"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1921","Directed","Felix Salten an Arthur Schnitzler","6"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Paul Goldmann an Richard Beer-Hofmann","1"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1921","Directed","Felix Salten an Hermann Bahr","1"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1922","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1922","Directed","Arthur Schnitzler an Hermann Bahr","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1922","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1922","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1922","Directed","Hugo von Hofmannsthal an Hermann Bahr","5"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1922","Directed","Hugo von Hofmannsthal an Felix Salten","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1922","Directed","Felix Salten an Arthur Schnitzler","6"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1923","Directed","Hugo von Hofmannsthal an Hermann Bahr","4"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1923","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1923","Directed","Hugo von Hofmannsthal an Felix Salten","2"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1923","Directed","Arthur Schnitzler an Felix Salten","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1924","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1924","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","4"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1924","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1924","Directed","Felix Salten an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","5"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1925","Directed","Hugo von Hofmannsthal an Felix Salten","8"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1925","Directed","Hermann Bahr an Felix Salten","2"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1925","Directed","Richard Beer-Hofmann an Felix Salten","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Paul Goldmann an Arthur Schnitzler","3"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1926","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1926","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1926","Directed","Hugo von Hofmannsthal an Hermann Bahr","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1926","Directed","Hugo von Hofmannsthal an Felix Salten","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1926","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1927","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1927","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","4"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1927","Directed","Hugo von Hofmannsthal an Hermann Bahr","2"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1927","Directed","Hugo von Hofmannsthal an Felix Salten","2"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1927","Directed","Paul Goldmann an Arthur Schnitzler","2"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1927","Directed","Felix Salten an Hermann Bahr","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1928","Directed","Arthur Schnitzler an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1928","Directed","Hugo von Hofmannsthal an Hermann Bahr","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1928","Directed","Hugo von Hofmannsthal an Felix Salten","2"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1929","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1929","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1929","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1929","Directed","Felix Salten an Arthur Schnitzler","4"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1930","Directed","Hermann Bahr an Felix Salten","3"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Felix Salten an Arthur Schnitzler","5"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Paul Goldmann an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1931","Directed","Arthur Schnitzler an Felix Salten","2"
